ShipmentID,Country,Port,Product,Quantity(kg),Value(USD),TransportMode,ETA,ClearanceTime(days),Status
S1593,USA,Danang,Toys,870.0,,Air,2025-10-28,2,In Transit
S1594,USA,Haiphong,Textiles,3395.0,224730.0,Air,2025-01-08,3,Delayed
S1595,USA,Danang,Machinery,1705.0,6577.0,Road,2025-07-27,3,Delayed
S1596,Germany,Cat Lai,Machinery,2564.0,,Road,2025-05-05,6,Delayed
S1597,Thailand,Haiphong,Electronics,3775.0,252980.0,Road,2025-05-03,6,Hold
S1598,USA,Cat Lai,Automotive Parts,918.0,243540.0,Road,2025-02-02,5,In Transit
S1599,India,Cat Lai,Spices,1271.0,233506.0,Road,2025-01-01,4,Hold
S1600,Germany,Ho Chi Minh,Furniture,3680.0,217489.0,Road,2025-07-23,1,In Transit
S1601,Vietnam,Haiphong,Furniture,2155.0,15785.0,Sea,2025-01-06,6,Delivered
S1602,USA,Ho Chi Minh,Electronics,1359.0,77227.0,Road,2025-10-24,2,Delivered
S1603,India,Haiphong,Toys,,70431.0,Air,2025-01-05,2,In Transit
S1604,Thailand,Cat Lai,Pharmaceuticals,449.0,,Air,2025-03-21,2,In Transit
S1605,South Korea,Cat Lai,Automotive Parts,2561.0,199844.0,Air,2025-10-01,7,In Transit
S1606,Thailand,Danang,Textiles,2092.0,155653.0,Road,2025-06-26,6,In Transit
S1607,Vietnam,Haiphong,Pharmaceuticals,3639.0,268606.0,Air,2025-12-04,6,Delayed
S1608,USA,Ho Chi Minh,Pharmaceuticals,3700.0,200245.0,Sea,2025-11-17,2,Hold
S1609,Vietnam,Danang,Electronics,,180486.0,Road,2025-12-05,6,Delayed
S1610,Germany,Danang,Electronics,3054.0,77573.0,Air,2025-05-16,7,Hold
S1611,Japan,Danang,Toys,1703.0,229737.0,Sea,2025-01-25,1,Hold
S1612,USA,Ho Chi Minh,Furniture,3585.0,124682.0,Sea,2025-11-21,1,Hold
S1613,Japan,Danang,Electronics,3771.0,18386.0,Air,2025-07-02,5,Delayed
S1614,India,Ho Chi Minh,Electronics,3992.0,59460.0,Sea,2025-06-17,4,In Transit
S1615,South Korea,Danang,Electronics,3626.0,120375.0,Air,2025-12-04,1,Delayed
S1616,China,Ho Chi Minh,Toys,2732.0,157117.0,Sea,2025-06-27,5,Delayed
S1617,Vietnam,Cat Lai,Furniture,1434.0,121582.0,Road,2025-04-05,3,Hold
S1618,Thailand,Cat Lai,Textiles,3975.0,248015.0,Road,2025-02-02,4,Delivered
S1619,South Korea,Cat Lai,Textiles,243.0,,Road,2025-04-21,1,Delivered
S1620,USA,Cat Lai,Spices,3812.0,57335.0,Road,2025-05-26,7,Delayed
S1621,Japan,Cat Lai,Spices,2818.0,234087.0,Road,2025-08-19,3,Hold
S1622,Thailand,Danang,Electronics,782.0,57949.0,Air,2025-09-29,5,Delayed
S1623,Japan,Danang,Spices,3363.0,100558.0,Road,2025-12-02,1,Delayed
S1624,Germany,Danang,Furniture,1488.0,269860.0,Road,2025-02-07,1,In Transit
S1625,Japan,Ho Chi Minh,Toys,3142.0,152646.0,Road,2025-05-15,6,Hold
S1626,Germany,Ho Chi Minh,Textiles,419.0,247887.0,Road,2025-11-30,3,Delivered
S1627,India,Ho Chi Minh,Pharmaceuticals,2125.0,197898.0,Sea,2025-08-23,1,Delivered
S1628,Thailand,Ho Chi Minh,Textiles,3172.0,156285.0,Road,2025-11-15,2,Delivered
S1629,Thailand,Cat Lai,Textiles,3713.0,76916.0,Road,2025-12-11,7,Delayed
S1630,China,Cat Lai,Furniture,2648.0,202223.0,Air,2025-06-09,6,Hold
S1631,USA,Cat Lai,Spices,3671.0,264590.0,Sea,2025-02-07,6,In Transit
S1632,Germany,Haiphong,Pharmaceuticals,2974.0,253090.0,Air,2025-05-30,1,Delivered
S1633,China,Danang,Furniture,1190.0,55906.0,Road,2025-11-04,7,Hold
S1634,Japan,Ho Chi Minh,Electronics,3146.0,267607.0,Air,2025-01-29,6,Delivered
S1635,Japan,Ho Chi Minh,Toys,2012.0,79694.0,Air,2025-05-24,4,In Transit
S1636,China,Cat Lai,Machinery,3847.0,287152.0,Road,2025-03-17,3,Hold
S1637,Thailand,Ho Chi Minh,Textiles,1057.0,75474.0,Sea,2025-05-25,4,Delayed
S1638,Japan,Ho Chi Minh,Machinery,1003.0,43185.0,Sea,2025-08-17,5,Delayed
S1639,Vietnam,Danang,Toys,689.0,267048.0,Air,2025-03-05,4,Delivered
S1640,India,Cat Lai,Toys,3756.0,261574.0,Road,2025-12-13,7,Delivered
S1641,India,Danang,Furniture,1980.0,207211.0,Air,2025-12-11,2,Hold
S1642,Vietnam,Haiphong,Furniture,1693.0,27504.0,Air,2025-09-26,6,In Transit
S1643,China,Haiphong,Furniture,3845.0,59970.0,Air,2025-11-24,7,Delivered
S1644,Vietnam,Haiphong,Machinery,3185.0,283910.0,Road,2025-07-03,6,Hold
S1645,Germany,Cat Lai,Furniture,3091.0,121944.0,Road,2025-09-18,2,In Transit
S1646,Germany,Ho Chi Minh,Toys,1905.0,178615.0,Sea,2025-09-25,6,Delivered
S1647,China,Cat Lai,Electronics,3716.0,,Road,2025-06-18,4,Delivered
S1648,Vietnam,Cat Lai,Furniture,3540.0,125494.0,Air,2025-09-16,5,Hold
S1649,Germany,Ho Chi Minh,Automotive Parts,2514.0,239941.0,Air,2025-08-15,1,Delivered
S1650,Thailand,Danang,Spices,253.0,13802.0,Sea,2025-02-02,2,Delayed
S1651,Vietnam,Haiphong,Machinery,2775.0,176277.0,Road,2025-08-02,4,In Transit
S1652,Thailand,Danang,Automotive Parts,3791.0,16516.0,Air,2025-02-19,7,In Transit
S1653,Germany,Haiphong,Furniture,815.0,296230.0,Sea,2025-07-29,4,Delayed
S1654,India,Cat Lai,Toys,1282.0,118758.0,Sea,2025-01-29,4,Hold
S1655,Germany,Haiphong,Electronics,2048.0,,Air,2025-02-08,1,Delayed
S1656,Thailand,Cat Lai,Textiles,3311.0,188163.0,Air,2025-12-13,3,Delayed
S1657,South Korea,Danang,Pharmaceuticals,3508.0,133023.0,Road,2025-04-10,6,In Transit
S1658,USA,Cat Lai,Spices,1154.0,183838.0,Sea,2025-06-22,6,Hold
S1659,Japan,Danang,Pharmaceuticals,2633.0,276409.0,Air,2025-01-17,7,Delivered
S1660,Vietnam,Ho Chi Minh,Furniture,,119165.0,Sea,2025-02-25,5,Delayed
S1661,South Korea,Ho Chi Minh,Spices,2981.0,124501.0,Road,2025-08-14,7,Delayed
S1662,Germany,Ho Chi Minh,Spices,2963.0,254329.0,Air,2025-02-15,3,Hold
S1663,India,Cat Lai,Electronics,849.0,282530.0,Road,2025-03-08,6,Delayed
S1664,China,Ho Chi Minh,Spices,2547.0,126635.0,Sea,2025-07-16,5,Hold
S1665,Germany,Haiphong,Machinery,594.0,179326.0,Road,2025-05-22,7,Delivered
S1666,India,Danang,Automotive Parts,3478.0,225935.0,Road,2025-11-19,5,Hold
S1667,USA,Danang,Automotive Parts,1559.0,58634.0,Sea,2025-01-23,4,Delivered
S1668,Germany,Haiphong,Automotive Parts,2840.0,183734.0,Road,2025-04-04,2,Hold
S1669,Thailand,Cat Lai,Machinery,2761.0,239856.0,Sea,2025-08-30,4,Delayed
S1670,China,Cat Lai,Pharmaceuticals,3449.0,223599.0,Air,2025-08-25,1,Delivered
S1671,India,Danang,Electronics,2643.0,242919.0,Sea,2025-02-23,6,Delayed
S1672,India,Ho Chi Minh,Spices,570.0,72443.0,Sea,2025-05-18,5,Delivered
S1673,India,Cat Lai,Machinery,1057.0,296568.0,Air,2025-11-29,7,Hold
S1674,USA,Cat Lai,Automotive Parts,990.0,46505.0,Sea,2025-09-29,2,Hold
S1675,Germany,Haiphong,Furniture,857.0,107478.0,Air,2025-02-10,7,Hold
S1676,USA,Haiphong,Textiles,3589.0,67699.0,Air,2025-04-08,6,In Transit
S1677,Vietnam,Ho Chi Minh,Spices,2983.0,159721.0,Sea,2025-07-02,5,In Transit
S1678,Japan,Cat Lai,Machinery,1592.0,141668.0,Road,2025-05-08,5,Delivered
S1679,Japan,Cat Lai,Toys,583.0,283518.0,Road,2025-08-17,4,In Transit
S1680,Vietnam,Haiphong,Machinery,,123686.0,Air,2025-11-13,2,Hold
S1681,Germany,Cat Lai,Electronics,2752.0,270919.0,Road,2025-03-27,2,In Transit
S1682,Thailand,Danang,Electronics,438.0,294532.0,Road,2025-09-13,6,In Transit
S1683,USA,Haiphong,Machinery,394.0,288173.0,Sea,2025-07-28,5,Delayed
S1684,China,Ho Chi Minh,Automotive Parts,2925.0,88981.0,Air,2025-08-03,2,Delivered
S1685,India,Haiphong,Textiles,3493.0,119010.0,Air,2025-04-10,2,Delivered
S1686,India,Cat Lai,Spices,2308.0,36105.0,Sea,2025-02-18,7,Delivered
S1687,Germany,Ho Chi Minh,Electronics,1352.0,,Road,2025-07-20,6,In Transit
S1688,Thailand,Haiphong,Spices,3237.0,152032.0,Air,2025-09-15,4,Hold
S1689,Japan,Danang,Automotive Parts,2932.0,131519.0,Road,2025-06-27,7,Delayed
S1690,Japan,Danang,Spices,2215.0,147429.0,Air,2025-09-02,7,Delivered
S1691,India,Haiphong,Furniture,,282948.0,Air,2025-05-03,3,In Transit
S1692,Germany,Danang,Electronics,3649.0,132732.0,Air,2025-12-08,1,Hold
S1693,USA,Danang,Automotive Parts,3893.0,150698.0,Air,2025-06-20,3,Delayed
S1694,Japan,Danang,Automotive Parts,1122.0,164204.0,Road,2025-11-29,2,Delayed
S1695,USA,Ho Chi Minh,Textiles,3115.0,275095.0,Road,2025-05-16,5,Delivered
S1696,Thailand,Danang,Textiles,3150.0,286209.0,Road,2025-02-28,1,Delivered
S1697,Japan,Danang,Furniture,1809.0,110072.0,Road,2025-07-12,1,Hold
S1698,Japan,Danang,Automotive Parts,3246.0,145202.0,Sea,2025-09-25,5,In Transit
S1699,South Korea,Ho Chi Minh,Pharmaceuticals,3708.0,94360.0,Air,2025-09-17,1,Hold
S1700,Japan,Haiphong,Automotive Parts,1174.0,67287.0,Air,2025-04-05,5,Delivered
S1701,Vietnam,Cat Lai,Textiles,1430.0,243009.0,Air,2025-05-05,1,Hold
S1702,China,Danang,Pharmaceuticals,2635.0,187774.0,Sea,2025-02-10,7,In Transit
S1703,Vietnam,Haiphong,Electronics,3751.0,173065.0,Road,2025-09-11,6,Delayed
S1704,Germany,Danang,Electronics,2014.0,167947.0,Air,2025-01-07,6,Delayed
S1705,Germany,Ho Chi Minh,Spices,3134.0,251356.0,Road,2025-08-04,3,Delayed
S1706,USA,Haiphong,Machinery,1037.0,142126.0,Road,2025-03-10,7,Delayed
S1707,Vietnam,Ho Chi Minh,Textiles,2207.0,235881.0,Sea,2025-03-10,1,Delivered
S1708,Vietnam,Danang,Machinery,1563.0,112357.0,Sea,2025-03-22,4,Delivered
S1709,Vietnam,Danang,Pharmaceuticals,2587.0,212440.0,Road,2025-01-30,5,In Transit
S1710,Thailand,Ho Chi Minh,Textiles,403.0,34670.0,Air,2025-03-14,7,In Transit
S1711,Japan,Cat Lai,Furniture,360.0,164379.0,Air,2025-09-19,1,In Transit
S1712,China,Ho Chi Minh,Automotive Parts,3811.0,249159.0,Sea,2025-03-30,6,In Transit
S1713,USA,Danang,Furniture,591.0,,Sea,2025-07-27,6,Hold
S1714,Vietnam,Ho Chi Minh,Pharmaceuticals,968.0,199152.0,Sea,2025-08-01,5,In Transit
S1715,Vietnam,Cat Lai,Textiles,3948.0,84335.0,Sea,2025-11-18,4,Delayed
S1716,South Korea,Ho Chi Minh,Toys,2822.0,293456.0,Sea,2025-09-23,1,Delayed
S1717,USA,Cat Lai,Pharmaceuticals,2781.0,71985.0,Sea,2025-10-20,1,Delayed
S1718,Vietnam,Cat Lai,Toys,1293.0,135744.0,Sea,2025-07-26,4,Hold
S1719,USA,Ho Chi Minh,Automotive Parts,3140.0,256713.0,Air,2025-11-29,4,In Transit
S1720,Japan,Ho Chi Minh,Electronics,604.0,176349.0,Sea,2025-03-18,4,Delayed
S1721,South Korea,Haiphong,Electronics,807.0,36551.0,Sea,2025-10-15,6,Delayed
S1722,USA,Danang,Pharmaceuticals,3946.0,94813.0,Air,2025-02-16,5,Delayed
S1723,China,Cat Lai,Machinery,1814.0,181284.0,Air,2025-04-20,7,Delayed
S1724,China,Haiphong,Textiles,1740.0,14637.0,Road,2025-07-19,4,Delivered
S1725,Germany,Ho Chi Minh,Textiles,3075.0,134553.0,Sea,2025-07-29,5,In Transit
S1726,South Korea,Danang,Electronics,3391.0,31950.0,Sea,2025-06-03,3,In Transit
S1727,South Korea,Haiphong,Spices,,132870.0,Sea,2025-01-10,1,Hold
S1728,Germany,Cat Lai,Furniture,889.0,5215.0,Sea,2025-12-19,1,Delivered
S1729,USA,Haiphong,Spices,3959.0,278667.0,Road,2025-06-06,2,Hold
S1730,South Korea,Cat Lai,Automotive Parts,3149.0,28834.0,Air,2025-09-18,3,Delayed
S1731,China,Ho Chi Minh,Furniture,1440.0,48066.0,Air,2025-03-18,7,Hold
S1732,China,Danang,Furniture,2303.0,277544.0,Sea,2025-09-14,4,Delayed
S1733,Vietnam,Danang,Pharmaceuticals,565.0,15345.0,Sea,2025-05-11,4,Delayed
S1734,Japan,Danang,Electronics,1922.0,38896.0,Sea,2025-03-08,7,In Transit
S1735,South Korea,Ho Chi Minh,Spices,3775.0,296043.0,Road,2025-08-16,6,In Transit
S1736,USA,Cat Lai,Spices,654.0,295373.0,Road,2025-06-12,3,In Transit
S1737,Germany,Ho Chi Minh,Electronics,303.0,272727.0,Air,2025-01-15,4,In Transit
S1738,Germany,Danang,Spices,276.0,76537.0,Sea,2025-08-20,2,In Transit
S1739,USA,Ho Chi Minh,Toys,429.0,245489.0,Sea,2025-07-14,5,Delivered
S1740,Thailand,Ho Chi Minh,Electronics,2137.0,79807.0,Sea,2025-12-15,1,In Transit
S1741,India,Ho Chi Minh,Pharmaceuticals,3529.0,134648.0,Sea,2025-01-30,3,Hold
S1742,Japan,Cat Lai,Machinery,3535.0,149401.0,Road,2025-12-25,1,Delayed
S1743,Germany,Haiphong,Furniture,2578.0,237117.0,Air,2025-12-04,5,In Transit
S1744,South Korea,Haiphong,Pharmaceuticals,1405.0,253780.0,Air,2025-11-27,3,Delivered
S1745,Japan,Ho Chi Minh,Textiles,1092.0,218286.0,Road,2025-11-12,5,Hold
S1746,South Korea,Haiphong,Automotive Parts,1773.0,42052.0,Sea,2025-10-23,4,Hold
S1747,Thailand,Haiphong,Machinery,2935.0,51032.0,Air,2025-11-26,7,Delayed
S1748,China,Ho Chi Minh,Textiles,2274.0,103802.0,Air,2025-08-08,4,Hold
S1749,Japan,Ho Chi Minh,Furniture,3547.0,239337.0,Road,2025-05-27,7,Hold
S1750,Vietnam,Danang,Spices,1875.0,177857.0,Sea,2025-09-16,4,Hold
S1751,Germany,Haiphong,Electronics,498.0,201753.0,Air,2025-10-19,5,Hold
S1752,Japan,Cat Lai,Furniture,1156.0,225934.0,Sea,2025-10-26,5,Delivered
S1753,Japan,Ho Chi Minh,Pharmaceuticals,3046.0,231599.0,Air,2025-05-23,5,Delayed
S1754,Japan,Danang,Automotive Parts,1314.0,118221.0,Road,2025-08-23,1,In Transit
S1755,India,Cat Lai,Pharmaceuticals,2727.0,,Sea,2025-04-25,5,Hold
S1756,Japan,Haiphong,Machinery,2820.0,283720.0,Road,2025-12-31,4,Delivered
S1757,South Korea,Danang,Machinery,2705.0,124875.0,Air,2025-03-31,2,Delayed
S1758,China,Ho Chi Minh,Automotive Parts,1674.0,36601.0,Road,2025-07-27,5,In Transit
S1759,Thailand,Cat Lai,Toys,564.0,109186.0,Road,2025-06-13,2,Delayed
S1760,USA,Ho Chi Minh,Textiles,3106.0,170707.0,Road,2025-03-25,7,Delivered
S1761,Japan,Haiphong,Textiles,1898.0,4119135.0,Air,2025-03-18,4,Delivered
S1762,Germany,Cat Lai,Machinery,550.0,61754.0,Sea,2025-06-10,5,Delivered
S1763,Japan,Haiphong,Machinery,3926.0,234047.0,Road,2025-01-05,1,Hold
S1764,Germany,Haiphong,Spices,3671.0,97850.0,Sea,2025-03-19,1,Delivered
S1765,South Korea,Danang,Electronics,2500.0,221191.0,Air,2025-04-01,7,In Transit
S1766,Germany,Ho Chi Minh,Spices,3028.0,43871.0,Sea,2025-03-28,2,Hold
S1767,Vietnam,Cat Lai,Spices,2104.0,198946.0,Road,2025-09-27,6,Delayed
S1768,USA,Haiphong,Toys,3050.0,296655.0,Road,2025-04-14,1,In Transit
S1769,China,Haiphong,Textiles,1211.0,254200.0,Road,2025-12-05,1,Hold
S1770,Germany,Cat Lai,Toys,2706.0,206239.0,Road,2025-06-24,1,Delivered
S1771,Germany,Haiphong,Toys,3970.0,239453.0,Road,2025-02-23,4,Delayed
S1772,China,Danang,Automotive Parts,3164.0,37574.0,Road,2025-07-30,1,Delivered
S1773,USA,Danang,Textiles,698.0,107072.0,Air,2025-04-05,3,In Transit
S1774,Japan,Danang,Electronics,1149.0,209603.0,Air,2025-08-11,5,In Transit
S1775,Germany,Danang,Pharmaceuticals,2194.0,161258.0,Air,2025-01-09,7,Hold
S1776,China,Haiphong,Machinery,2246.0,158885.0,Sea,2025-02-22,1,In Transit
S1777,Vietnam,Cat Lai,Machinery,707.0,214884.0,Sea,2025-03-18,6,Delayed
S1778,Vietnam,Cat Lai,Electronics,1527.0,221597.0,Air,2025-07-25,6,Hold
S1779,South Korea,Cat Lai,Toys,2748.0,114779.0,Sea,2025-11-12,1,Delayed
S1780,China,Cat Lai,Spices,3050.0,23557.0,Sea,2025-10-29,1,Delivered
S1781,South Korea,Ho Chi Minh,Automotive Parts,,164132.0,Road,2025-11-06,3,Delayed
S1782,Vietnam,Cat Lai,Toys,365.0,236977.0,Road,2025-11-26,1,Delayed
S1783,USA,Ho Chi Minh,Machinery,3686.0,,Sea,2025-04-22,1,In Transit
S1784,Japan,Ho Chi Minh,Furniture,2709.0,149926.0,Sea,2025-12-17,5,Delivered
S1785,China,Danang,Spices,1119.0,203767.0,Air,2025-06-14,6,In Transit
S1786,Thailand,Ho Chi Minh,Machinery,313.0,163097.0,Sea,2025-10-06,3,Delivered
S1787,Vietnam,Haiphong,Furniture,3704.0,189054.0,Road,2025-01-27,6,Delivered
S1788,Vietnam,Ho Chi Minh,Toys,1191.0,46081.0,Sea,2025-03-11,3,Delayed
S1789,Thailand,Danang,Electronics,3627.0,235693.0,Air,2025-08-06,6,In Transit
S1790,India,Ho Chi Minh,Electronics,2151.0,294238.0,Road,2025-12-31,1,Delayed
S1791,Vietnam,Haiphong,Spices,3966.0,160063.0,Road,2025-07-08,6,Delayed
S1792,Germany,Haiphong,Machinery,2454.0,268445.0,Road,2025-11-29,6,Delayed
S1793,USA,Haiphong,Textiles,1458.0,164682.0,Road,2025-11-02,3,Delivered
S1794,China,Danang,Furniture,3713.0,86463.0,Sea,2025-05-04,7,In Transit
S1795,Thailand,Danang,Automotive Parts,3626.0,170750.0,Air,2025-01-19,2,In Transit
S1796,Germany,Cat Lai,Machinery,714.0,291610.0,Sea,2025-09-14,3,Delayed
S1797,Thailand,Danang,Automotive Parts,1431.0,31081.0,Sea,2025-10-23,3,Delivered
S1798,China,Haiphong,Machinery,908.0,29354.0,Road,2025-01-22,3,In Transit
S1799,South Korea,Haiphong,Textiles,3396.0,,Air,2025-02-09,4,Hold
S1800,China,Danang,Textiles,2385.0,285444.0,Road,2025-02-07,7,In Transit
S1801,India,Ho Chi Minh,Spices,538.0,69384.0,Sea,2025-02-17,4,Delayed
S1802,China,Danang,Spices,2784.0,126684.0,Sea,2025-07-02,4,Hold
S1803,China,Danang,Textiles,267.0,40525.0,Road,2025-03-16,3,Delivered
S1804,India,Haiphong,Pharmaceuticals,1796.0,11464.0,Sea,2025-07-28,2,Hold
S1805,USA,Cat Lai,Textiles,1764.0,21562.0,Sea,2025-07-02,3,Hold
S1806,Vietnam,Haiphong,Electronics,582.0,60514.0,Road,2025-04-17,1,Delayed
S1807,China,Cat Lai,Electronics,218.0,1763460.0,Sea,2025-07-07,2,In Transit
S1808,India,Haiphong,Pharmaceuticals,2930.0,37634.0,Air,2025-09-21,4,Delivered
S1809,Germany,Danang,Toys,3721.0,267204.0,Road,2025-03-27,6,Hold
S1810,South Korea,Haiphong,Furniture,2321.0,276413.0,Air,2025-11-20,6,Delayed
S1811,South Korea,Haiphong,Toys,7720.0,199215.0,Sea,2025-11-27,7,In Transit
S1812,China,Haiphong,Automotive Parts,3186.0,28065.0,Sea,2025-05-17,5,Hold
S1813,USA,Danang,Toys,3936.0,270039.0,Road,2025-12-12,7,Delayed
S1814,USA,Danang,Machinery,1499.0,148424.0,Sea,2025-12-02,2,Delayed
S1815,Germany,Danang,Toys,3319.0,109127.0,Road,2025-04-05,4,Delayed
S1816,China,Danang,Machinery,2458.0,101426.0,Road,2025-11-22,2,Delivered
S1817,South Korea,Cat Lai,Pharmaceuticals,3102.0,197376.0,Road,2025-09-02,2,In Transit
S1818,USA,Cat Lai,Electronics,2143.0,16962.0,Road,2025-03-31,6,Hold
S1819,China,Ho Chi Minh,Spices,850.0,38302.0,Road,2025-02-28,3,In Transit
S1820,Thailand,Danang,Machinery,1845.0,9011.0,Air,2025-01-28,1,In Transit
S1821,USA,Cat Lai,Electronics,1193.0,24782.0,Road,2025-03-13,5,Hold
S1822,India,Haiphong,Furniture,2942.0,203763.0,Air,2025-09-27,4,In Transit
S1823,Thailand,Danang,Automotive Parts,2787.0,125654.0,Sea,2025-01-24,2,Delivered
S1824,Vietnam,Ho Chi Minh,Furniture,3980.0,14196.0,Road,2025-04-22,5,Hold
S1825,USA,Ho Chi Minh,Pharmaceuticals,3462.0,48459.0,Sea,2025-10-27,2,Hold
S1826,South Korea,Ho Chi Minh,Toys,1538.0,92245.0,Road,2025-02-25,6,Delayed
S1827,Japan,Haiphong,Toys,1100.0,83863.0,Air,2025-08-11,1,In Transit
S1828,Thailand,Cat Lai,Textiles,3834.0,,Air,2025-04-30,6,Hold
S1829,Vietnam,Haiphong,Textiles,1884.0,37769.0,Air,2025-06-28,5,Hold
S1830,Germany,Danang,Textiles,3027.0,261433.0,Sea,2025-10-15,4,Delivered
S1831,Germany,Ho Chi Minh,Furniture,1785.0,29700.0,Road,2025-10-08,2,Delayed
S1832,South Korea,Haiphong,Machinery,2123.0,251864.0,Sea,2025-07-08,1,Hold
S1833,USA,Haiphong,Automotive Parts,1981.0,216428.0,Air,2025-03-07,6,Delivered
S1834,China,Cat Lai,Textiles,1336.0,236237.0,Sea,2025-10-25,5,Hold
S1835,USA,Cat Lai,Pharmaceuticals,24170.0,272413.0,Air,2025-09-06,6,Hold
S1836,South Korea,Ho Chi Minh,Pharmaceuticals,3739.0,119003.0,Air,2025-03-17,2,Hold
S1837,Germany,Haiphong,Textiles,3949.0,144392.0,Air,2025-05-17,2,Delivered
S1838,USA,Haiphong,Toys,2144.0,54589.0,Road,2025-06-13,4,In Transit
S1839,Germany,Cat Lai,Textiles,1237.0,255606.0,Road,2025-08-21,1,Hold
S1840,Thailand,Haiphong,Automotive Parts,1938.0,212348.0,Air,2025-09-12,3,Hold
S1841,Vietnam,Haiphong,Textiles,487.0,40897.0,Sea,2025-10-21,6,In Transit
S1842,China,Haiphong,Automotive Parts,2436.0,194637.0,Sea,2025-06-19,2,Hold
S1843,Thailand,Cat Lai,Pharmaceuticals,3161.0,167002.0,Road,2025-11-13,5,Delayed
S1844,Germany,Ho Chi Minh,Textiles,3426.0,193305.0,Air,2025-06-23,6,Hold
S1845,Germany,Danang,Furniture,1790.0,218893.0,Sea,2025-12-11,4,Delayed
S1846,Japan,Ho Chi Minh,Spices,2941.0,281524.0,Air,2025-01-18,4,In Transit
S1847,Japan,Danang,Furniture,1945.0,212968.0,Sea,2025-03-11,2,Delivered
S1848,Thailand,Haiphong,Pharmaceuticals,3135.0,75934.0,Road,2025-12-04,2,In Transit
S1849,India,Ho Chi Minh,Automotive Parts,2718.0,60830.0,Air,2025-04-26,2,Hold
S1850,Thailand,Danang,Furniture,1298.0,272673.0,Air,2025-03-21,7,Delayed
S1851,Japan,Cat Lai,Automotive Parts,2524.0,257364.0,Sea,2025-01-15,3,Delivered
S1852,Germany,Cat Lai,Furniture,1139.0,238294.0,Sea,2025-06-25,2,Hold
S1853,South Korea,Ho Chi Minh,Furniture,3916.0,87987.0,Sea,2025-09-26,6,Delivered
S1854,Thailand,Ho Chi Minh,Automotive Parts,3614.0,54178.0,Air,2025-04-29,6,Delivered
S1855,Germany,Haiphong,Machinery,16480.0,143009.0,Road,2025-10-26,7,Hold
S1856,South Korea,Ho Chi Minh,Furniture,770.0,44886.0,Road,2025-07-07,7,In Transit
S1857,South Korea,Haiphong,Textiles,3782.0,54699.0,Sea,2025-02-26,1,Hold
S1858,Japan,Haiphong,Spices,3104.0,81396.0,Road,2025-07-18,5,Hold
S1859,Thailand,Cat Lai,Pharmaceuticals,1200.0,95678.0,Sea,2025-01-17,2,In Transit
S1860,USA,Cat Lai,Machinery,1405.0,30279.0,Road,2025-10-15,6,Delayed
S1861,China,Danang,Automotive Parts,2705.0,115776.0,Air,2025-02-24,7,Hold
S1862,Japan,Cat Lai,Machinery,1117.0,106444.0,Sea,2025-09-26,6,Delivered
S1863,Japan,Cat Lai,Electronics,2074.0,118793.0,Road,2025-10-30,6,Hold
S1864,USA,Ho Chi Minh,Electronics,1032.0,215809.0,Air,2025-03-28,7,Hold
S1865,China,Cat Lai,Furniture,3335.0,176616.0,Road,2025-11-14,3,Delivered
S1866,Germany,Danang,Furniture,3086.0,247262.0,Air,2025-01-29,7,In Transit
S1867,India,Ho Chi Minh,Textiles,3531.0,13997.0,Air,2025-01-22,7,Delayed
S1868,Thailand,Danang,Spices,2440.0,111102.0,Road,2025-11-17,5,Delayed
S1869,India,Cat Lai,Pharmaceuticals,1878.0,45860.0,Road,2025-10-12,7,Delivered
S1870,Germany,Danang,Machinery,815.0,270369.0,Air,2025-02-17,4,In Transit
S1871,Vietnam,Ho Chi Minh,Electronics,605.0,115114.0,Air,2025-01-05,7,Hold
S1872,Japan,Haiphong,Furniture,1949.0,118218.0,Air,2025-09-07,6,Hold
S1873,China,Danang,Toys,3190.0,112041.0,Sea,2025-06-12,2,Hold
S1874,Japan,Danang,Toys,2968.0,197150.0,Air,2025-07-21,6,Hold
S1875,South Korea,Ho Chi Minh,Pharmaceuticals,292.0,81290.0,Sea,2025-04-11,5,Hold
S1876,Japan,Ho Chi Minh,Machinery,2677.0,61633.0,Air,2025-03-12,4,Delivered
S1877,Japan,Danang,Furniture,853.0,293799.0,Sea,2025-06-12,7,Hold
S1878,Germany,Cat Lai,Furniture,3705.0,126118.0,Air,2025-06-22,3,Hold
S1879,Germany,Danang,Electronics,3675.0,179673.0,Air,2025-05-21,1,In Transit
S1880,Germany,Ho Chi Minh,Electronics,633.0,8114.0,Air,2025-05-18,7,Hold
S1881,India,Haiphong,Furniture,1335.0,293646.0,Road,2025-03-07,2,Delayed
S1882,South Korea,Haiphong,Automotive Parts,574.0,,Road,2025-07-17,1,Delivered
S1883,Vietnam,Cat Lai,Furniture,3330.0,88123.0,Air,2025-11-24,3,Delivered
S1884,Vietnam,Danang,Pharmaceuticals,1266.0,113255.0,Sea,2025-08-16,5,Delivered
S1885,Germany,Haiphong,Furniture,406.0,171405.0,Sea,2025-10-08,5,Delayed
S1886,China,Danang,Textiles,979.0,8174.0,Air,2025-06-21,3,Hold
S1887,India,Ho Chi Minh,Spices,1519.0,122769.0,Road,2025-11-12,6,Delivered
S1888,USA,Haiphong,Textiles,1341.0,140393.0,Sea,2025-02-09,3,Delayed
S1889,China,Cat Lai,Textiles,731.0,232043.0,Road,2025-01-07,7,In Transit
